Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Wasir_dimorfik_(ambeien),sembelit,nyeri_saat_buang_air_besar,nyeri_di_daerah_anus,tinja_berdarah,iritasi_pada_anus,,,,,,,,,,,,
Serangan_jantung,muntah,sesak_napas,berkeringat,nyeri_dada,,,,,,,,,,,,,
Varises,kelelahan,kram,memar,obesitas,kaki_bengkak,pembuluh_darah_bengkak,pembuluh_darah_yang_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme,kelelahan,kenaikan_berat_badan,tangan_dan_kaki_dingin,perubahan_suasana_hati,kelesuan,pusing,wajah_dan_mata_bengkak,pembesaran_tiroid,kuku_rapuh,pembengkakan_ekstremitas,depresi,mudah_tersinggung,haid_tidak_normal,,,,
Hipertiroidisme,kelelahan,perubahan_suasana_hati,penurunan_berat_badan,kegelisahan,berkeringat,diare,detak_jantung_cepat,rasa_lapar_yang_berlebihan,kelemahan_otot,mudah_tersinggung,haid_tidak_normal,,,,,,
Hipoglikemia,muntah,kelelahan,kecemasan,berkeringat,sakit_kepala,mual,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,bibir_mengering_dan_kesemutan,bicara_tidak_jelas,mudah_tersinggung,jantung_berdebar,,,,,
Osteoartritis,nyeri_sendi,sakit_leher,nyeri_lutut,nyeri_sendi_pinggul,sendi_bengkak,berjalan_sakit,,,,,,,,,,,
Artritis,kelemahan_otot,leher_kaku,sendi_bengkak,kekakuan_gerakan,berjalan_sakit,,,,,,,,,,,,
(vertigo)_Vertigo_Posisi_Paroymsal,muntah,sakit_kepala,mual,gerakan_berputar,kehilangan_keseimbangan,kegoyahan,,,,,,,,,,,
Jerawat,ruam_kulit,jerawat_berisi_nanah,komedo,scurring,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,
Demam_berdarah,ruam_kulit,kedinginan,nyeri_sendi,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,kehilangan_nafsu_makan,nyeri_di_belakang_mata,sakit_punggung,malaise,nyeri_otot,bintik-bintik_merah_di_seluruh_tubuh,,,
Tifus,kedinginan,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,sembelit,nyeri_perut_bagian_atas,diare,tampilan_beracun_(tifus),sakit_perut_bagian_tengah,,,,,,
Hepatitis_A,nyeri_sendi,muntah,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,diare,demam_ringan,mata_menguning,nyeri_otot,,,,,,
Hepatitis_B,gatal,kelelahan,kelesuan,kulit_kekuningan,urin_berwarna_gelap,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,urine_berwarna_kuning,mata_menguning,malaise,menerima_transfusi_darah,menerima_suntikan_yang_tidak_steril,,,,,
Hepatitis_C,kelelahan,kulit_kekuningan,mual,kehilangan_nafsu_makan,mata_menguning,riwayat_keluarga,,,,,,,,,,,
Hepatitis_D,nyeri_sendi,muntah,kelelahan,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,
Hepatitis_E,nyeri_sendi,muntah,kelelahan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,gagal_hati_akut,koma,pendarahan_perut,,,,
Hepatitis_alkoholik,muntah,kulit_kekuningan,nyeri_perut_bagian_atas,pembengkakan_perut,perut_kembung,riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis,kedinginan,muntah,kelelahan,penurunan_berat_badan,batuk,demam_tinggi,sesak_napas,berkeringat,kehilangan_nafsu_makan,demam_ringan,mata_menguning,kelenjar_getah_bening_membengkak,malaise,dahak,nyeri_dada,darah_dalam_dahak,
Flu_biasa,bersin_terus_menerus,kedinginan,kelelahan,batuk,demam_tinggi,sakit_kepala,kelenjar_getah_bening_membengkak,malaise,dahak,iritasi_tenggorokan,kemerahan_pada_mata,tekanan_sinus,hidung_meler,kemacetan,nyeri_dada,kehilangan_penciuman,nyeri_otot
Pneumonia,kedinginan,kelelahan,batuk,demam_tinggi,sesak_napas,berkeringat,malaise,dahak,nyeri_dada,detak_jantung_cepat,dahak_berkarat,,,,,,
Wasir_dimorfik_(ambeien),sembelit,nyeri_saat_buang_air_besar,nyeri_di_daerah_anus,tinja_berdarah,iritasi_pada_anus,,,,,,,,,,,,
Serangan_jantung,muntah,sesak_napas,berkeringat,nyeri_dada,,,,,,,,,,,,,
Varises,kelelahan,kram,memar,obesitas,kaki_bengkak,pembuluh_darah_bengkak,pembuluh_darah_yang_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme,kelelahan,kenaikan_berat_badan,tangan_dan_kaki_dingin,perubahan_suasana_hati,kelesuan,pusing,wajah_dan_mata_bengkak,pembesaran_tiroid,kuku_rapuh,pembengkakan_ekstremitas,depresi,mudah_tersinggung,haid_tidak_normal,,,,
Hipertiroidisme,kelelahan,perubahan_suasana_hati,penurunan_berat_badan,kegelisahan,berkeringat,diare,detak_jantung_cepat,rasa_lapar_yang_berlebihan,kelemahan_otot,mudah_tersinggung,haid_tidak_normal,,,,,,
Hipoglikemia,muntah,kelelahan,kecemasan,berkeringat,sakit_kepala,mual,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,bibir_mengering_dan_kesemutan,bicara_tidak_jelas,mudah_tersinggung,jantung_berdebar,,,,,
Osteoartritis,nyeri_sendi,sakit_leher,nyeri_lutut,nyeri_sendi_pinggul,sendi_bengkak,berjalan_sakit,,,,,,,,,,,
Artritis,kelemahan_otot,leher_kaku,sendi_bengkak,kekakuan_gerakan,berjalan_sakit,,,,,,,,,,,,
(vertigo)_Vertigo_Posisi_Paroymsal,muntah,sakit_kepala,mual,gerakan_berputar,kehilangan_keseimbangan,kegoyahan,,,,,,,,,,,
Jerawat,ruam_kulit,jerawat_berisi_nanah,komedo,scurring,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,
Demam_berdarah,ruam_kulit,kedinginan,nyeri_sendi,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,kehilangan_nafsu_makan,nyeri_di_belakang_mata,sakit_punggung,malaise,nyeri_otot,bintik-bintik_merah_di_seluruh_tubuh,,,
Tifus,kedinginan,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,sembelit,nyeri_perut_bagian_atas,diare,tampilan_beracun_(tifus),sakit_perut_bagian_tengah,,,,,,
Hepatitis_A,nyeri_sendi,muntah,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,diare,demam_ringan,mata_menguning,nyeri_otot,,,,,,
Hepatitis_B,gatal,kelelahan,kelesuan,kulit_kekuningan,urin_berwarna_gelap,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,urine_berwarna_kuning,mata_menguning,malaise,menerima_transfusi_darah,menerima_suntikan_yang_tidak_steril,,,,,
Hepatitis_C,kelelahan,kulit_kekuningan,mual,kehilangan_nafsu_makan,mata_menguning,riwayat_keluarga,,,,,,,,,,,
Hepatitis_D,nyeri_sendi,muntah,kelelahan,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,
Hepatitis_E,nyeri_sendi,muntah,kelelahan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,gagal_hati_akut,koma,pendarahan_perut,,,,
Hepatitis_alkoholik,muntah,kulit_kekuningan,nyeri_perut_bagian_atas,pembengkakan_perut,perut_kembung,riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis,kedinginan,muntah,kelelahan,penurunan_berat_badan,batuk,demam_tinggi,sesak_napas,berkeringat,kehilangan_nafsu_makan,demam_ringan,mata_menguning,kelenjar_getah_bening_membengkak,malaise,dahak,nyeri_dada,darah_dalam_dahak,
Flu_biasa,bersin_terus_menerus,kedinginan,kelelahan,batuk,demam_tinggi,sakit_kepala,kelenjar_getah_bening_membengkak,malaise,dahak,iritasi_tenggorokan,kemerahan_pada_mata,tekanan_sinus,hidung_meler,kemacetan,nyeri_dada,kehilangan_penciuman,nyeri_otot
Pneumonia,kedinginan,kelelahan,batuk,demam_tinggi,sesak_napas,berkeringat,malaise,dahak,nyeri_dada,detak_jantung_cepat,dahak_berkarat,,,,,,
Wasir_dimorfik_(ambeien),sembelit,nyeri_saat_buang_air_besar,nyeri_di_daerah_anus,tinja_berdarah,iritasi_pada_anus,,,,,,,,,,,,
Serangan_jantung,muntah,sesak_napas,berkeringat,nyeri_dada,,,,,,,,,,,,,
Varises,kelelahan,kram,memar,obesitas,kaki_bengkak,pembuluh_darah_bengkak,pembuluh_darah_yang_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme,kelelahan,kenaikan_berat_badan,tangan_dan_kaki_dingin,perubahan_suasana_hati,kelesuan,pusing,wajah_dan_mata_bengkak,pembesaran_tiroid,kuku_rapuh,pembengkakan_ekstremitas,depresi,mudah_tersinggung,haid_tidak_normal,,,,
Hipertiroidisme,kelelahan,perubahan_suasana_hati,penurunan_berat_badan,kegelisahan,berkeringat,diare,detak_jantung_cepat,rasa_lapar_yang_berlebihan,kelemahan_otot,mudah_tersinggung,haid_tidak_normal,,,,,,
Hipoglikemia,muntah,kelelahan,kecemasan,berkeringat,sakit_kepala,mual,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,bibir_mengering_dan_kesemutan,bicara_tidak_jelas,mudah_tersinggung,jantung_berdebar,,,,,
Osteoartritis,nyeri_sendi,sakit_leher,nyeri_lutut,nyeri_sendi_pinggul,sendi_bengkak,berjalan_sakit,,,,,,,,,,,
Artritis,kelemahan_otot,leher_kaku,sendi_bengkak,kekakuan_gerakan,berjalan_sakit,,,,,,,,,,,,
(vertigo)_Vertigo_Posisi_Paroymsal,muntah,sakit_kepala,mual,gerakan_berputar,kehilangan_keseimbangan,kegoyahan,,,,,,,,,,,
Jerawat,ruam_kulit,jerawat_berisi_nanah,komedo,scurring,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,
Demam_berdarah,ruam_kulit,kedinginan,nyeri_sendi,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,kehilangan_nafsu_makan,nyeri_di_belakang_mata,sakit_punggung,malaise,nyeri_otot,bintik-bintik_merah_di_seluruh_tubuh,,,
Tifus,kedinginan,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,sembelit,nyeri_perut_bagian_atas,diare,tampilan_beracun_(tifus),sakit_perut_bagian_tengah,,,,,,
Hepatitis_A,nyeri_sendi,muntah,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,diare,demam_ringan,mata_menguning,nyeri_otot,,,,,,
Hepatitis_B,gatal,kelelahan,kelesuan,kulit_kekuningan,urin_berwarna_gelap,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,urine_berwarna_kuning,mata_menguning,malaise,menerima_transfusi_darah,menerima_suntikan_yang_tidak_steril,,,,,
Hepatitis_C,kelelahan,kulit_kekuningan,mual,kehilangan_nafsu_makan,mata_menguning,riwayat_keluarga,,,,,,,,,,,
Hepatitis_D,nyeri_sendi,muntah,kelelahan,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,
Hepatitis_E,nyeri_sendi,muntah,kelelahan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,gagal_hati_akut,koma,pendarahan_perut,,,,
Hepatitis_alkoholik,muntah,kulit_kekuningan,nyeri_perut_bagian_atas,pembengkakan_perut,perut_kembung,riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis,kedinginan,muntah,kelelahan,penurunan_berat_badan,batuk,demam_tinggi,sesak_napas,berkeringat,kehilangan_nafsu_makan,demam_ringan,mata_menguning,kelenjar_getah_bening_membengkak,malaise,dahak,nyeri_dada,darah_dalam_dahak,
Flu_biasa,bersin_terus_menerus,kedinginan,kelelahan,batuk,demam_tinggi,sakit_kepala,kelenjar_getah_bening_membengkak,malaise,dahak,iritasi_tenggorokan,kemerahan_pada_mata,tekanan_sinus,hidung_meler,kemacetan,nyeri_dada,kehilangan_penciuman,nyeri_otot
Pneumonia,kedinginan,kelelahan,batuk,demam_tinggi,sesak_napas,berkeringat,malaise,dahak,nyeri_dada,detak_jantung_cepat,dahak_berkarat,,,,,,
Wasir_dimorfik_(ambeien),sembelit,nyeri_saat_buang_air_besar,nyeri_di_daerah_anus,tinja_berdarah,iritasi_pada_anus,,,,,,,,,,,,
Serangan_jantung,muntah,sesak_napas,berkeringat,nyeri_dada,,,,,,,,,,,,,
Varises,kelelahan,kram,memar,obesitas,kaki_bengkak,pembuluh_darah_bengkak,pembuluh_darah_yang_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme,kelelahan,kenaikan_berat_badan,tangan_dan_kaki_dingin,perubahan_suasana_hati,kelesuan,pusing,wajah_dan_mata_bengkak,pembesaran_tiroid,kuku_rapuh,pembengkakan_ekstremitas,depresi,mudah_tersinggung,haid_tidak_normal,,,,
Hipertiroidisme,kelelahan,perubahan_suasana_hati,penurunan_berat_badan,kegelisahan,berkeringat,diare,detak_jantung_cepat,rasa_lapar_yang_berlebihan,kelemahan_otot,mudah_tersinggung,haid_tidak_normal,,,,,,
Hipoglikemia,muntah,kelelahan,kecemasan,berkeringat,sakit_kepala,mual,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,bibir_mengering_dan_kesemutan,bicara_tidak_jelas,mudah_tersinggung,jantung_berdebar,,,,,
Osteoartritis,nyeri_sendi,sakit_leher,nyeri_lutut,nyeri_sendi_pinggul,sendi_bengkak,berjalan_sakit,,,,,,,,,,,
Artritis,kelemahan_otot,leher_kaku,sendi_bengkak,kekakuan_gerakan,berjalan_sakit,,,,,,,,,,,,
(vertigo)_Vertigo_Posisi_Paroymsal,muntah,sakit_kepala,mual,gerakan_berputar,kehilangan_keseimbangan,kegoyahan,,,,,,,,,,,
Jerawat,ruam_kulit,jerawat_berisi_nanah,komedo,scurring,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,
Demam_berdarah,ruam_kulit,kedinginan,nyeri_sendi,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,kehilangan_nafsu_makan,nyeri_di_belakang_mata,sakit_punggung,malaise,nyeri_otot,bintik-bintik_merah_di_seluruh_tubuh,,,
Tifus,kedinginan,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,sembelit,nyeri_perut_bagian_atas,diare,tampilan_beracun_(tifus),sakit_perut_bagian_tengah,,,,,,
Hepatitis_A,nyeri_sendi,muntah,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,diare,demam_ringan,mata_menguning,nyeri_otot,,,,,,
Hepatitis_B,gatal,kelelahan,kelesuan,kulit_kekuningan,urin_berwarna_gelap,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,urine_berwarna_kuning,mata_menguning,malaise,menerima_transfusi_darah,menerima_suntikan_yang_tidak_steril,,,,,
Hepatitis_C,kelelahan,kulit_kekuningan,mual,kehilangan_nafsu_makan,mata_menguning,riwayat_keluarga,,,,,,,,,,,
Hepatitis_D,nyeri_sendi,muntah,kelelahan,kulit_kekuningan,urin_berwarna_gelap,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,
